Symbol,Company Name,Security Price,Volume (90 Day Avg),Market Capitalization,Dividend Yield,Company Headquarters Location,Sector,Industry,Optionable
LATGU,LatAmGrowth SPAC,10.03,,$130.39M,,Mexico,--,--,No
BWACU,Better World Acquisition Corp,10.32,,$130.23M,,United States of America,--,--,No
CURUF,Consolidated Uranium Inc,1.69,,$129.81M,,Canada,Materials,Metals & Mining,No
LIONU,Lionheart III Corp,10.06,,$129.77M,,United States of America,--,--,No
PHX,PHX Minerals Inc,3.56,0.35595,$129.70M,2.24719,United States of America,Energy,"Oil, Gas & Consumable Fuels",Yes (Option Chain)
REEMF,Rare Element Resources Ltd,0.61,0.13086,$129.60M,,United States of America,Materials,Metals & Mining,No
MDXH,MDxHealth SA,7.95,,$129.49M,,Belgium,Health Care,Biotechnology,No
MEOAU,Minority Equality Opportunities Acquisition Inc,10.11,,$129.49M,,United States of America,--,--,No
FLNT,Fluent Inc,1.62,0.28645,$129.43M,,United States of America,Communication Services,Media,Yes (Option Chain)
TKNO,Alpha Teknova Inc,4.6,0.05433,$129.21M,,United States of America,Health Care,Life Sciences Tools & Services,No
SEEL,Seelos Therapeutics Inc,1.21,1.29476,$129.10M,,United States of America,Health Care,Pharmaceuticals,No
ECBK,ECB Bancorp Inc,14.06,,$129.00M,,United States of America,--,--,No
MSPR,MSP Recovery Inc,1.95,1.34985,$128.98M,,United States of America,Health Care,Health Care Providers & Services,No
IGTA,Inception Growth Acquisition Ltd,9.93,,$128.97M,,United States of America,--,--,No
PHUN,Phunware Inc,1.31,2.67177,$128.88M,,United States of America,Information Technology,Software,No
CHMI,Cherry Hill Mortgage Investment Corp,6.55,0.21291,$128.69M,16.48855,United States of America,Financials,Mortgage Real Estate Investment Trusts (REITs),No
ORRCF,Oroco Resource Corp,0.62438,0.15864,$128.56M,,Canada,Materials,Metals & Mining,No
LTRPB,Liberty TripAdvisor Holdings Inc,38.145,0.0435,$128.55M,,United States of America,Communication Services,Interactive Media & Services,No
GAN,GAN Ltd,3.05,0.49203,$128.33M,,United States of America,Consumer Discretionary,"Hotels, Restaurants & Leisure",Yes (Option Chain)
LARK,Landmark Bancorp Inc,25.78,0.00315,$128.28M,3.25834,United States of America,Financials,Banks,No
SESN,Sesen Bio Inc,0.6428,4.54784,$128.22M,,United States of America,Health Care,Biotechnology,Yes (Option Chain)
LEAT,Leatt Corp,22.0,0.00631,$128.19M,,South Africa,Consumer Discretionary,Leisure Products,No
IVAC,Intevac Inc,5.05,0.04814,$128.19M,,United States of America,Information Technology,"Technology Hardware, Storage & Peripherals",Yes (Option Chain)
TFFP,TFF Pharmaceuticals Inc,5.03,0.08908,$127.99M,,United States of America,Health Care,Pharmaceuticals,Yes (Option Chain)
NVCT,Nuvectis Pharma Inc,8.73,,$127.82M,,United States of America,Health Care,Biotechnology,No
ERLFF,Entree Resources Ltd,0.6489,0.02059,$127.73M,,Canada,Materials,Metals & Mining,No
ATHA,Athira Pharma Inc,3.37,0.77599,$127.45M,,United States of America,Health Care,Pharmaceuticals,No
FLFV,Feutune Light Acquisition Corporation,9.97,,$127.40M,,United States of America,--,--,No
AXLA,Axcella Health Inc,2.42,0.05825,$127.40M,,United States of America,Health Care,Biotechnology,No
TWIN,Twin Disc Inc,9.32,0.01286,$127.24M,,United States of America,Industrials,Machinery,Yes (Option Chain)
ASRT,Assertio Holdings Inc,2.64,1.13654,$127.19M,,United States of America,Health Care,Pharmaceuticals,Yes (Option Chain)
ANIX,Anixa Biosciences Inc,4.17,0.08347,$127.06M,,United States of America,Health Care,Biotechnology,No
AOTVF,Ascot Resources Ltd,0.29129,0.24907,$126.90M,,Canada,Materials,Metals & Mining,No
MEGL,Magic Empire Global Ltd,6.34,,$126.80M,,Hong Kong,Financials,Capital Markets,No
FRBNU,Forbion European Acquisition Corp,10.02,,$126.75M,,United States of America,--,--,No
NUBIU,Nubia Brand International Corp,10.15,,$126.61M,,United States of America,--,--,No
ABBRF,AbraSilver Resource Corp,0.2554,,$126.48M,,Canada,Materials,Metals & Mining,No
ACHL,Achilles Therapeutics plc,3.1,,$126.40M,,United Kingdom,Health Care,Biotechnology,No
CBAT,CBAK Energy Technology Inc,1.42,0.67832,$126.37M,,China,Industrials,Electrical Equipment,Yes (Option Chain)
CCTSU,Cactus Acquisition Corp 1 Ltd,9.98,,$126.25M,,United States of America,--,--,No
MAKOF,Mako Mng Corp,0.192,0.1202,$126.20M,,Canada,Materials,Metals & Mining,No
FFMGF,First Mining Gold Corp,0.1772,0.30732,$126.18M,,Canada,Materials,Metals & Mining,No
TMPM,Turmeric Acquisition Corp,9.97,,$125.96M,,United States of America,--,--,No
LIVB,LIV Capital Acquisition Corp II,10.04,,$125.93M,,Mexico,--,--,No
OHAAU,OPY Acquisition Corp I,9.95,,$125.87M,,United States of America,--,--,No
CRD/B,Crawford & Co,6.3301,0.02307,$125.64M,3.79141,United States of America,Financials,Insurance,No
PWFL,PowerFleet Inc,3.47,0.06305,$125.58M,,United States of America,Information Technology,"Electronic Equipment, Instruments & Components",Yes (Option Chain)
EAGRF,East Side Games Group Inc,1.54,,$125.57M,,Canada,Communication Services,Entertainment,No
RRGB,Red Robin Gourmet Burgers Inc,7.9,0.5204,$125.56M,,United States of America,Consumer Discretionary,"Hotels, Restaurants & Leisure",Yes (Option Chain)
AKUS,Akouos Inc,3.4,0.32359,$125.46M,,United States of America,Health Care,Biotechnology,No
EML,Eastern Co (The),20.1348,0.00814,$125.18M,2.18527,United States of America,Industrials,Machinery,No
ALTU,Altitude Acquisition Corp,9.9604,,$125.05M,,United States of America,--,--,No
AVHI,Achari Ventures Holdings Corp I,10.0,,$125.00M,,United States of America,--,--,No
PDSB,PDS Biotechnology Corp,4.39,0.53996,$124.94M,,United States of America,Health Care,Biotechnology,No
SGHL,Signal Hill Acquisition Corp,9.965,,$124.56M,,United States of America,--,--,No
SBFG,SB Financial Group Inc,17.66,0.00919,$124.15M,2.71801,United States of America,Financials,Banks,No
UBFO,United Security Bancshares,7.28,0.00733,$124.06M,6.04396,United States of America,Financials,Banks,No
SRL,Scully Royalty Ltd,8.37,0.01614,$124.02M,12.42533,Hong Kong,Financials,Capital Markets,No
CDRO,Codere Online Luxembourg S.A,2.7485,,$124.02M,,Luxembourg,Consumer Discretionary,"Hotels, Restaurants & Leisure",No
MYNZ,Mainz Biomed B V,8.56,0.03028,$123.97M,,Germany,Health Care,Biotechnology,No
MNAT,Marquette National Corp,28.35,,$123.72M,3.95062,United States of America,Financials,Banks,No
HGTXU,Hugoton Royalty Trust,3.09,0.11073,$123.60M,,United States of America,Energy,"Oil, Gas & Consumable Fuels",No
EVOJU,Evo Acquisition Corp,9.88,,$123.51M,,United States of America,--,--,No
CWBC,Community West Bancshares,14.1001,0.00273,$123.33M,2.12764,United States of America,Financials,Banks,No
FNRN,First Northern Community Bancorp,8.85,0.00392,$123.23M,,United States of America,Financials,Banks,No
NEOV,NeoVolta Inc,3.76,,$123.22M,,United States of America,Industrials,Electrical Equipment,No
DIT,AMCON Distributing Co,210.33,0.0014,$123.04M,0.34232,United States of America,Consumer Discretionary,Distributors,No
UBNC,UB Bancorp,20.55,0.00325,$122.89M,1.07056,United States of America,Financials,Banks,No
FUNC,First United Corp,18.45,0.01086,$122.80M,3.25203,United States of America,Financials,Banks,No
SRAFF,Sandfire Resources America Inc,0.12,0.0343,$122.80M,,Canada,Materials,Metals & Mining,No
RMO,Romeo Power Inc,0.6604,6.62589,$122.77M,,United States of America,Industrials,Electrical Equipment,Yes (Option Chain)
CPKF,Chesapeake Financial Shares Inc,26.0,0.0008,$122.64M,2.30769,United States of America,Financials,Banks,No
ENCPU,Energem Corp,10.18,,$122.45M,,Malaysia,--,--,No
ENZ,Enzo Biochem Inc.,2.51,0.06727,$122.29M,,United States of America,Health Care,Health Care Providers & Services,Yes (Option Chain)
PTWOU,Pono Capital Two Inc -REDH,10.03,,$122.29M,,United States of America,--,--,No
PONOU,Pono Capital Corp,10.17,,$122.26M,,United States of America,--,--,No
RCAT,Red Cat Holdings Inc,2.27,0.32538,$122.14M,,United States of America,Information Technology,"Electronic Equipment, Instruments & Components",No
NXTC,NextCure Inc,4.4,0.16575,$122.10M,,United States of America,Health Care,Biotechnology,Yes (Option Chain)
LIBYU,Liberty Resources Acquisition Corp,10.14,,$121.98M,,United States of America,--,--,No
GDNSF,Goodness Growth Holdings Inc,1.44,,$121.92M,,United States of America,Health Care,Pharmaceuticals,No
TETEU,Technology & Telecommunication Acquisition Corpora,10.1227,,$121.81M,,Malaysia,--,--,No
VOC,VOC Energy Trust,7.16,0.19287,$121.72M,15.50279,United States of America,Energy,"Oil, Gas & Consumable Fuels",Yes (Option Chain)
FTIIU,FutureTech II Acquisition Corp,10.03,,$121.71M,,United States of America,--,--,No
TRON,Corner Growth Acquisition Corp 2,10.11,,$121.63M,,United States of America,--,--,No
SJ,Scienjoy Holding Corp,3.5,,$121.60M,,China,Communication Services,Entertainment,No
ATOS,Atossa Therapeutics Inc,0.9595,1.40486,$121.50M,,United States of America,Health Care,Biotechnology,Yes (Option Chain)
SAGAU,Sagaliam Acquisition Corp,10.1,,$121.35M,,United States of America,--,--,No
CNBW,CNB Corp,73.0,,$121.25M,,United States of America,Financials,Banks,No
FTHM,Fathom Holdings Inc,7.11,0.08823,$121.24M,,United States of America,Real Estate,Real Estate Management & Development,No
TCRR,TCR2 Therapeutics Inc,3.14,0.41526,$121.22M,,United States of America,Health Care,Biotechnology,Yes (Option Chain)
CTG,Computer Task Group Inc,7.8,0.02151,$121.05M,,United States of America,Information Technology,IT Services,Yes (Option Chain)
CNVCF,BioHarvest Sciences Inc,0.266,,$120.90M,,Canada,--,--,No
ATA/U,Americas Technology Acquisition Corp,10.5,,$120.75M,,United States of America,--,--,No
BRID,Bridgford Foods Corp,13.3,0.00435,$120.72M,,United States of America,Consumer Staples,Food Products,No
TRLEF,Trillion Energy International Inc,0.325,,$120.71M,,Canada,Energy,"Oil, Gas & Consumable Fuels",No
FNCH,Finch Therapeutics Group Inc,2.53,0.7041,$120.65M,,United States of America,Health Care,Biotechnology,No
KYCHU,Keyarch Acquisition Corp,10.0001,,$120.45M,,United States of America,--,--,No
LJAQU,Lightjump Acquisition Corp,10.03,,$120.36M,,United States of America,--,--,No
BTBT,Bit Digital Inc,1.46,2.76628,$120.34M,,United States of America,Information Technology,Software,Yes (Option Chain)
GMFIU,Aetherium Acquisition Corp,10.0,,$120.29M,,United States of America,--,--,No
BDTX,Black Diamond Therapeutics Inc,3.31,0.22574,$120.28M,,United States of America,Health Care,Biotechnology,Yes (Option Chain)
VTVT,vTv Therapeutics Inc,1.15,0.72448,$120.26M,,United States of America,Health Care,Biotechnology,No
CKPT,Checkpoint Therapeutics Inc,1.3,0.4684,$120.25M,,United States of America,Health Care,Biotechnology,No
BWAQ,Blue World Acquisition Corporation,10.05,,$120.24M,,United States of America,--,--,No
CMT,Core Molding Technologies Inc.,13.455,0.01497,$120.09M,,United States of America,Materials,Chemicals,No
VATE,INNOVATE Corp,1.53,0.34503,$120.01M,,United States of America,Industrials,Construction & Engineering,No
MLVF,Malvern Bancorp Inc,15.71,0.00575,$119.93M,,United States of America,Financials,Banks,No
CODX,Co-Diagnostic Inc,3.55,0.56177,$119.92M,,United States of America,Health Care,Health Care Equipment & Supplies,Yes (Option Chain)
BNED,Barnes & Noble Education Inc,2.29,0.56744,$119.88M,,United States of America,Consumer Discretionary,Specialty Retail,Yes (Option Chain)
TAST,Carrols Restaurant Group Inc,2.25,0.30983,$119.86M,,United States of America,Consumer Discretionary,"Hotels, Restaurants & Leisure",Yes (Option Chain)
DKDCU,Data Knights Acquisition Corp,10.58,,$119.83M,,United Kingdom,--,--,No
ASCUF,Arizona Sonoran Copper Com Inc,1.35,,$119.76M,,United States of America,Materials,Metals & Mining,No
GDRZF,Gold Reserve Inc,1.2,0.07428,$119.46M,,United States of America,Materials,Metals & Mining,No
EDTXU,EdtechX Holdings Acquisition Corp II,10.36,,$119.14M,,United Kingdom,--,--,No
PYPD,PolyPid Ltd,6.09,0.02147,$119.07M,,Israel,Health Care,Pharmaceuticals,No
EEMMF,E3 Lithium Ltd,2.0,,$118.93M,,Canada,Materials,Metals & Mining,No
YOTAU,Yotta Acquisition Corp,10.04,,$118.91M,,United States of America,--,--,No
MACAU,Moringa Acquisition Corp,9.91,,$118.72M,,United States of America,--,--,No
NOVRF,Nova Royalty Corp,1.39,,$118.52M,,Canada,Materials,Metals & Mining,No
BENEU,Benessere Capital Acquisition Corp,11.048,,$118.47M,,United States of America,--,--,No
SMID,Smith-Midland Corp,22.63,0.00928,$118.38M,,United States of America,Materials,Construction Materials,No
OPOF,Old Point Financial Corp,23.605,0.00333,$118.36M,2.20292,United States of America,Financials,Banks,No
CBBI,CBB Bancorp Inc,11.35,,$118.23M,2.81938,United States of America,--,--,No
NINE,Nine Energy Service Inc,3.54,0.68633,$118.08M,,United States of America,Energy,Energy Equipment & Services,Yes (Option Chain)
TYFG,Tri-County Financial Group Inc,47.5,,$117.94M,1.68421,United States of America,Financials,Banks,No
ISRJF,Regen III Corp,1.03,,$117.90M,,Canada,Energy,"Oil, Gas & Consumable Fuels",No
EPIX,ESSA Pharma Inc,2.67,0.34943,$117.67M,,Canada,Health Care,Biotechnology,No
GASS,StealthGas Inc,3.08,0.34161,$117.66M,,Greece,Energy,"Oil, Gas & Consumable Fuels",Yes (Option Chain)
HOFV,Hall of Fame Resort & Entertainment Co,1.0,0.96201,$117.63M,,United States of America,Consumer Discretionary,"Hotels, Restaurants & Leisure",No
GALT,Galectin Therapeutics Inc,1.98,0.09472,$117.60M,,United States of America,Health Care,Biotechnology,Yes (Option Chain)
CNLMF,Collective Mining Ltd,2.45,,$117.32M,,Canada,Materials,Metals & Mining,No
ATXS,Astria Therapeutics Inc,9.0,0.11443,$117.15M,,United States of America,Health Care,Biotechnology,No
WHG,Westwood Holdings Group Inc.,13.84,0.02068,$117.09M,4.33526,United States of America,Financials,Capital Markets,Yes (Option Chain)
UNB,Union Bankshares Inc,26.02,0.0035,$116.96M,5.38048,United States of America,Financials,Banks,No
PFLC,Pacific Financial Corp,11.25,0.0103,$116.92M,4.62222,United States of America,Financials,Banks,No
LIVBU,LIV Capital Acquisition Corp II,10.07,,$116.91M,,Mexico,--,--,No
IH,IHuman Inc,2.19,0.01115,$116.91M,,China,Communication Services,Entertainment,No
GIACU,Gesher I Acquisition Corp,10.16,,$116.84M,,Israel,--,--,No
FEXDU,Fintech Ecosystem Development Corp,10.1,,$116.74M,,United States of America,--,--,No
GLSI,Greenwich Lifesciences Inc,9.1,0.24095,$116.70M,,United States of America,Health Care,Biotechnology,No
HNRA,HNR Acquisition Corp,10.025,,$116.60M,,United States of America,--,--,No
MNTX,Manitex International Inc,5.8,0.00931,$116.52M,,United States of America,Industrials,Machinery,Yes (Option Chain)
LVACU,LAVA Medtech Acquisition Corp,10.1,,$116.15M,,United States of America,--,--,No
ANPMF,Andean Precious Metals Corp,0.7348,,$116.04M,,Canada,Materials,Metals & Mining,No
ADRA/U,Adara Acquisition Corp,10.09,,$116.04M,,United States of America,--,--,No
CHEAU,Chenghe Acquisition Co,10.09,,$116.04M,,Singapore,--,--,No
DIMC,Dimeco Inc,45.61,0.00093,$116.03M,3.1572,United States of America,Financials,Banks,No
CHEA,Chenghe Acquisition Co,10.07,,$115.81M,,Singapore,--,--,No
MTRYU,Monterey Bio Acquisition Corporation,10.06,,$115.69M,,United States of America,--,--,No
AXH/U,Industrial Human Capital Inc,10.06,,$115.69M,,United States of America,--,--,No
ADRT/U,Ault Disruptive Technologies Corporation,10.06,,$115.69M,,United States of America,--,--,No
BBXIA,BBX Capital Inc,9.35,,$115.60M,,United States of America,Real Estate,Real Estate Management & Development,No
ABXXF,ABAXX Technologies Inc,1.58,,$115.58M,,Canada,Information Technology,Software,No
ADVM,Adverum Biotechnologies Inc,1.17,1.15867,$115.56M,,United States of America,Health Care,Biotechnology,Yes (Option Chain)
CWBK,CW Bancorp,34.25,,$115.49M,2.56934,United States of America,Financials,Banks,No
OXACU,Oxbridge Acquisition Corp,10.04,,$115.46M,,Cayman Islands,--,--,No
SMAPU,SportsMap Tech Acquisition Corp,10.0,,$115.00M,,United States of America,--,--,No
TGVCU,TG Venture Acquisition Corp,10.0,,$115.00M,,United States of America,--,--,No
CSBR,Champions Oncology Inc,8.5,0.00603,$114.94M,,United States of America,Health Care,Life Sciences Tools & Services,No
BRDS,Bird Global Inc,0.458,3.30245,$114.78M,,United States of America,Industrials,Road & Rail,No
AVYA,Avaya Holdings Corp,1.32,10.93347,$114.64M,,United States of America,Information Technology,Software,Yes (Option Chain)
MCAC,Monterey Capital Acquisition Corporation,9.85,,$114.63M,,United States of America,--,--,No
MSAC,Medicus Sciences Acquisition Corp,9.86,,$114.52M,,United States of America,--,--,No
LEE,Lee Enterprises Inc,19.12,0.02266,$114.28M,,United States of America,Communication Services,Media,Yes (Option Chain)
WLBMF,Wallbridge Mining Co Ltd,0.12911,0.2209,$113.93M,,Canada,Materials,Metals & Mining,No
HOUR,Hour Loop Inc,3.25,,$113.89M,,United States of America,Consumer Discretionary,Internet & Direct Marketing Retail,No
PAVM,PAVmed Inc,1.25,1.52912,$113.75M,,United States of America,Health Care,Health Care Equipment & Supplies,No
EFLVF,Electrovaya Inc,0.7724,0.06771,$113.69M,,Canada,Industrials,Electrical Equipment,No
AKU,Akumin Inc,1.27,0.08657,$113.69M,,United States of America,Health Care,Health Care Providers & Services,No
CFBK,CF Bankshares Inc,21.47,0.00312,$113.64M,0.93153,United States of America,Financials,Thrifts & Mortgage Finance,No
STRT,Strattec Security Corp,28.67,0.00995,$113.56M,,United States of America,Consumer Discretionary,Auto Components,No
CRDF,Cardiff Oncology Inc,2.62,0.87366,$113.54M,,United States of America,Health Care,Biotechnology,Yes (Option Chain)
CPAQ,Counter Press Acquisition Corporation,10.05,,$113.48M,,United States of America,--,--,No
NICK,Nicholas Financial Inc,9.0,0.00655,$113.40M,,United States of America,Financials,Consumer Finance,No
HHS,Harte Hanks Inc.,16.11,0.10374,$113.30M,,United States of America,Communication Services,Media,No
LITB,LightInTheBox Holding Co Ltd,1.0,0.07906,$113.06M,,China,Consumer Discretionary,Internet & Direct Marketing Retail,No
SCIXF,Suny Cellular Communication Ltd,0.52,,$112.96M,13.43664,Israel,Information Technology,"Electronic Equipment, Instruments & Components",No
